"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 29 00:33:51 GMT 2024","Tue Oct 29 00:33:55 GMT 2024","3959","","org.example.tests.UiTesting","","org.example.tests.UiTesting","languageCanBeChanged","languageCanBeChanged",""
"broken","Tue Oct 29 00:33:55 GMT 2024","Tue Oct 29 00:33:55 GMT 2024","224","","org.example.tests.UiTesting","","org.example.tests.UiTesting","navigationThroughTopMenu","navigationThroughTopMenu",""
"broken","Tue Oct 29 00:33:56 GMT 2024","Tue Oct 29 00:33:56 GMT 2024","218","","org.example.tests.UiTesting","","org.example.tests.UiTesting","mainPageShouldBeOpened","mainPageShouldBeOpened",""
